study_id,series_id,general_path_to_Axial,general_path_to_Sagittal_T1,general_path_to_Sagittal_T2
1087298370,3245160338,train_images/1087298370/3245160338,train_images/1087298370/1502755980,train_images/1087298370/338946631
1088270559,881244687,train_images/1088270559/881244687,train_images/1088270559/2177693773,train_images/1088270559/648725109
1093392148,357975599,train_images/1093392148/357975599,train_images/1093392148/2145460681,train_images/1093392148/3350757308
1094670148,3713173020,train_images/1094670148/3713173020,train_images/1094670148/3647714587,train_images/1094670148/2108154921
1094879459,2731242482,train_images/1094879459/2731242482,train_images/1094879459/1831606576,train_images/1094879459/2444439295
1095894979,1332065618,train_images/1095894979/1332065618,train_images/1095894979/639823848,train_images/1095894979/354542714
1096630192,2893539710,train_images/1096630192/2893539710,train_images/1096630192/2760514784,train_images/1096630192/3427541832
1097875334,473318787,train_images/1097875334/473318787,train_images/1097875334/3751721758,train_images/1097875334/3899794212
1099112122,610395839,train_images/1099112122/610395839,train_images/1099112122/919181265,train_images/1099112122/1815821295
1103373889,4018431347,train_images/1103373889/4018431347,train_images/1103373889/1669196197,train_images/1103373889/1437983577
1104422628,479707140,train_images/1104422628/479707140,train_images/1104422628/3645058740,train_images/1104422628/3906255550
1105006429,2232412072,train_images/1105006429/2232412072,train_images/1105006429/4277178158,train_images/1105006429/3008259718
1106510276,292704465,train_images/1106510276/292704465,train_images/1106510276/721258563,train_images/1106510276/340595252
1115481506,2404159771,train_images/1115481506/2404159771,train_images/1115481506/3168836041,train_images/1115481506/1756523111
1115952008,3826737431,train_images/1115952008/3826737431,train_images/1115952008/1256767338,train_images/1115952008/469758184
1116588610,2561559287,train_images/1116588610/2561559287,train_images/1116588610/1427324525,train_images/1116588610/1035162791
1117361192,2041546893,train_images/1117361192/2041546893,train_images/1117361192/1222187318,train_images/1117361192/3183527301
1117492266,664310401,train_images/1117492266/664310401,train_images/1117492266/4232790674,train_images/1117492266/235772277
1119763924,926922520,train_images/1119763924/926922520,train_images/1119763924/1930073893,train_images/1119763924/2967693083
1121141304,1666810724,train_images/1121141304/1666810724,train_images/1121141304/1855288428,train_images/1121141304/2864380259
1123923932,1170538251,train_images/1123923932/1170538251,train_images/1123923932/415011970,train_images/1123923932/757319876
1125605580,3949551339,train_images/1125605580/3949551339,train_images/1125605580/3990542926,train_images/1125605580/2957880144
1125872530,1069936273,train_images/1125872530/1069936273,train_images/1125872530/1533772140,train_images/1125872530/553270249
1130460319,3925093765,train_images/1130460319/3925093765,train_images/1130460319/692054932,train_images/1130460319/1481059964
1130601231,611142658,train_images/1130601231/611142658,train_images/1130601231/3729709341,train_images/1130601231/3580481287
1132297038,2243796815,train_images/1132297038/2243796815,train_images/1132297038/2256490430,train_images/1132297038/1656358225
1133001306,1750532644,train_images/1133001306/1750532644,train_images/1133001306/823618765,train_images/1133001306/1523721225
1133158151,2677164156,train_images/1133158151/2677164156,train_images/1133158151/779084361,train_images/1133158151/992741205
1140449293,2651120449,train_images/1140449293/2651120449,train_images/1140449293/1813990316,train_images/1140449293/1403088331
1140848367,1085498246,train_images/1140848367/1085498246,train_images/1140848367/3931652094,train_images/1140848367/3630134776
1140988368,1017047203,train_images/1140988368/1017047203,train_images/1140988368/4195224543,train_images/1140988368/3223620926
1142910752,93706222,train_images/1142910752/93706222,train_images/1142910752/3611709653,train_images/1142910752/2759550974
1143209760,2136402509,train_images/1143209760/2136402509,train_images/1143209760/258656014,train_images/1143209760/1915807167
1143931807,323110340,train_images/1143931807/323110340,train_images/1143931807/1437031388,train_images/1143931807/2760518060
1144816961,313124085,train_images/1144816961/313124085,train_images/1144816961/4071520178,train_images/1144816961/4079962819
1145017084,1550457407,train_images/1145017084/1550457407,train_images/1145017084/132699215,train_images/1145017084/4037619559
1153238977,3421442073,train_images/1153238977/3421442073,train_images/1153238977/4175239801,train_images/1153238977/3000374666
1164861071,2456599093,train_images/1164861071/2456599093,train_images/1164861071/2597995868,train_images/1164861071/3163330218
1165361924,196272524,train_images/1165361924/196272524,train_images/1165361924/713083903,train_images/1165361924/2400113793
1166421944,3061186272,train_images/1166421944/3061186272,train_images/1166421944/1707522500,train_images/1166421944/3829373424
1167650541,1405636653,train_images/1167650541/1405636653,train_images/1167650541/936821722,train_images/1167650541/3998863488
1169119083,2739985727,train_images/1169119083/2739985727,train_images/1169119083/632516358,train_images/1169119083/1700969489
1171797088,2953244073,train_images/1171797088/2953244073,train_images/1171797088/1195322832,train_images/1171797088/1651055820
1172644546,1800278700,train_images/1172644546/1800278700,train_images/1172644546/4200886021,train_images/1172644546/2160923130
1176604093,2437079363,train_images/1176604093/2437079363,train_images/1176604093/1540358073,train_images/1176604093/973048531
1176954132,2705938708,train_images/1176954132/2705938708,train_images/1176954132/195448724,train_images/1176954132/4025755581
1178209527,1754589484,train_images/1178209527/1754589484,train_images/1178209527/319314196,train_images/1178209527/824812510
1179643011,1968346576,train_images/1179643011/1968346576,train_images/1179643011/3427975182,train_images/1179643011/458905857
1180134227,56020246,train_images/1180134227/56020246,train_images/1180134227/335852781,train_images/1180134227/2003233944
1187463765,2344573955,train_images/1187463765/2344573955,train_images/1187463765/578286568,train_images/1187463765/1277039062
1190473557,3634559093,train_images/1190473557/3634559093,train_images/1190473557/230363452,train_images/1190473557/3244338661
1195223045,1469817186,train_images/1195223045/1469817186,train_images/1195223045/2459366139,train_images/1195223045/3474424371
1195410745,3558150482,train_images/1195410745/3558150482,train_images/1195410745/3411884872,train_images/1195410745/3898600587
1196781988,2579132134,train_images/1196781988/2579132134,train_images/1196781988/2027038733,train_images/1196781988/4214254254
1199116491,28677612,train_images/1199116491/28677612,train_images/1199116491/218402466,train_images/1199116491/322719966
1205664021,3001308430,train_images/1205664021/3001308430,train_images/1205664021/572344680,train_images/1205664021/3886228128
1208228762,3769308932,train_images/1208228762/3769308932,train_images/1208228762/1790826843,train_images/1208228762/3662241769
1211350060,4077721724,train_images/1211350060/4077721724,train_images/1211350060/1284266776,train_images/1211350060/2434814825
1212820061,3140837225,train_images/1212820061/3140837225,train_images/1212820061/345252352,train_images/1212820061/3666897471
1212932624,2851438340,train_images/1212932624/2851438340,train_images/1212932624/1330201626,train_images/1212932624/4275546294
1215498865,2952279386,train_images/1215498865/2952279386,train_images/1215498865/268383691,train_images/1215498865/3481324538
1217004843,29714163,train_images/1217004843/29714163,train_images/1217004843/799439424,train_images/1217004843/1409757990
1217477368,457783860,train_images/1217477368/457783860,train_images/1217477368/3518039320,train_images/1217477368/370109
1228406967,3058930212,train_images/1228406967/3058930212,train_images/1228406967/3868795667,train_images/1228406967/4047221099
1235452314,536051654,train_images/1235452314/536051654,train_images/1235452314/3051642381,train_images/1235452314/194255327
1237708996,1647841252,train_images/1237708996/1647841252,train_images/1237708996/2159119245,train_images/1237708996/1678620508
1239697165,296488705,train_images/1239697165/296488705,train_images/1239697165/2348732293,train_images/1239697165/1106163720
1245057921,1763999581,train_images/1245057921/1763999581,train_images/1245057921/412053118,train_images/1245057921/3478506694
1246624345,1736715280,train_images/1246624345/1736715280,train_images/1246624345/3520417332,train_images/1246624345/3423037128
1246626043,3854689942,train_images/1246626043/3854689942,train_images/1246626043/677585315,train_images/1246626043/27170521
1246802434,2530289455,train_images/1246802434/2530289455,train_images/1246802434/4025248601,train_images/1246802434/842497344
1249090513,870157570,train_images/1249090513/870157570,train_images/1249090513/239073622,train_images/1249090513/2746274790
1249823324,307081944,train_images/1249823324/307081944,train_images/1249823324/3926471233,train_images/1249823324/2169905149
1253598263,2642316793,train_images/1253598263/2642316793,train_images/1253598263/4059973453,train_images/1253598263/2771833899
1254175796,1469090549,train_images/1254175796/1469090549,train_images/1254175796/3234241859,train_images/1254175796/1346380777
1255232732,3489666626,train_images/1255232732/3489666626,train_images/1255232732/2886711830,train_images/1255232732/1062481807
1258848546,178314290,train_images/1258848546/178314290,train_images/1258848546/4144719677,train_images/1258848546/3003067430
1259922642,2390117724,train_images/1259922642/2390117724,train_images/1259922642/1547668369,train_images/1259922642/382492971
1261271580,1688147738,train_images/1261271580/1688147738,train_images/1261271580/563463730,train_images/1261271580/813965073
1266610368,3683928943,train_images/1266610368/3683928943,train_images/1266610368/3741220370,train_images/1266610368/4196036808
1266853322,2621060433,train_images/1266853322/2621060433,train_images/1266853322/2164664890,train_images/1266853322/2474065480
1268470656,3185733973,train_images/1268470656/3185733973,train_images/1268470656/1808805935,train_images/1268470656/4065621983
1268523032,2727501719,train_images/1268523032/2727501719,train_images/1268523032/3695291244,train_images/1268523032/2867848184
1269542152,4042697217,train_images/1269542152/4042697217,train_images/1269542152/3401811950,train_images/1269542152/582908347
1269700501,569582323,train_images/1269700501/569582323,train_images/1269700501/1150080043,train_images/1269700501/3918685698
1271033295,113102631,train_images/1271033295/113102631,train_images/1271033295/1040396602,train_images/1271033295/2054979604
1271819130,396937199,train_images/1271819130/396937199,train_images/1271819130/351635764,train_images/1271819130/3637464851
1274086910,542002049,train_images/1274086910/542002049,train_images/1274086910/3956190821,train_images/1274086910/402665143
1274237866,1323618838,train_images/1274237866/1323618838,train_images/1274237866/2777467196,train_images/1274237866/1468566581
1277947572,3664290293,train_images/1277947572/3664290293,train_images/1277947572/1712180007,train_images/1277947572/52527640
1278694021,1338467239,train_images/1278694021/1338467239,train_images/1278694021/896910489,train_images/1278694021/1015149920
1286671775,1534227166,train_images/1286671775/1534227166,train_images/1286671775/684204033,train_images/1286671775/3732874112
1288134514,3578668483,train_images/1288134514/3578668483,train_images/1288134514/1560833031,train_images/1288134514/3567220413
1289563234,2793657591,train_images/1289563234/2793657591,train_images/1289563234/2182521133,train_images/1289563234/4061095237
1291515204,2114165619,train_images/1291515204/2114165619,train_images/1291515204/3371710931,train_images/1291515204/1499517165
1292979992,3284489086,train_images/1292979992/3284489086,train_images/1292979992/463429448,train_images/1292979992/3359428067
1294500604,2810295920,train_images/1294500604/2810295920,train_images/1294500604/3946918675,train_images/1294500604/2772049481
1296715983,638163553,train_images/1296715983/638163553,train_images/1296715983/2768314438,train_images/1296715983/4026416160
1298611933,3506741270,train_images/1298611933/3506741270,train_images/1298611933/1612848400,train_images/1298611933/652877313
1301627154,3683669083,train_images/1301627154/3683669083,train_images/1301627154/685063284,train_images/1301627154/1415226066
1301870218,556651648,train_images/1301870218/556651648,train_images/1301870218/1058732668,train_images/1301870218/1573273757
1302048123,272639520,train_images/1302048123/272639520,train_images/1302048123/782258336,train_images/1302048123/3767852858
1302135990,3190639679,train_images/1302135990/3190639679,train_images/1302135990/1900010951,train_images/1302135990/3397821355
1302724340,282863131,train_images/1302724340/282863131,train_images/1302724340/796169225,train_images/1302724340/3601670450
1303408562,3722999831,train_images/1303408562/3722999831,train_images/1303408562/560119145,train_images/1303408562/3336265388
1303767813,4144314945,train_images/1303767813/4144314945,train_images/1303767813/3264379753,train_images/1303767813/2869636158
1304643943,785968136,train_images/1304643943/785968136,train_images/1304643943/3915278636,train_images/1304643943/257128210
1307819508,2780551163,train_images/1307819508/2780551163,train_images/1307819508/194882384,train_images/1307819508/3916811836
1307961168,2922098962,train_images/1307961168/2922098962,train_images/1307961168/4152012235,train_images/1307961168/3173817514
1314603564,2650168284,train_images/1314603564/2650168284,train_images/1314603564/720207105,train_images/1314603564/1610188106
1316926688,3871077378,train_images/1316926688/3871077378,train_images/1316926688/244665939,train_images/1316926688/431044201
1324569502,1023697573,train_images/1324569502/1023697573,train_images/1324569502/149486749,train_images/1324569502/3467550494
1332176994,1030181512,train_images/1332176994/1030181512,train_images/1332176994/2728999727,train_images/1332176994/1952965219
1334624436,3474289920,train_images/1334624436/3474289920,train_images/1334624436/218942285,train_images/1334624436/3555345727
1336036658,3203580944,train_images/1336036658/3203580944,train_images/1336036658/292334753,train_images/1336036658/3179694267
1336127283,960014738,train_images/1336127283/960014738,train_images/1336127283/425510685,train_images/1336127283/1679037242
1336412861,1127086676,train_images/1336412861/1127086676,train_images/1336412861/1402829528,train_images/1336412861/4021797951
1341339532,3656287397,train_images/1341339532/3656287397,train_images/1341339532/2001288014,train_images/1341339532/2425210661
1344807906,2757964757,train_images/1344807906/2757964757,train_images/1344807906/3697140131,train_images/1344807906/308892876
1346363777,1736610780,train_images/1346363777/1736610780,train_images/1346363777/2749281573,train_images/1346363777/858155783
1347125628,2367398314,train_images/1347125628/2367398314,train_images/1347125628/1073921305,train_images/1347125628/3682123259
1348555135,2736309328,train_images/1348555135/2736309328,train_images/1348555135/2405804085,train_images/1348555135/2227539665
1353517692,2646279766,train_images/1353517692/2646279766,train_images/1353517692/1762986309,train_images/1353517692/1619012544
1354411109,963348196,train_images/1354411109/963348196,train_images/1354411109/1001602554,train_images/1354411109/3679776577
1360027517,2917513208,train_images/1360027517/2917513208,train_images/1360027517/124253530,train_images/1360027517/520917521
1365152406,3046830788,train_images/1365152406/3046830788,train_images/1365152406/406090885,train_images/1365152406/2498865203
1367214681,1654977366,train_images/1367214681/1654977366,train_images/1367214681/1628984543,train_images/1367214681/3018343969
1367470327,2152000867,train_images/1367470327/2152000867,train_images/1367470327/2618650591,train_images/1367470327/3111450149
1373010257,2581147455,train_images/1373010257/2581147455,train_images/1373010257/2466299608,train_images/1373010257/3707534134
1375057718,3723024670,train_images/1375057718/3723024670,train_images/1375057718/3611894082,train_images/1375057718/437065953
1375978793,56587124,train_images/1375978793/56587124,train_images/1375978793/2674598376,train_images/1375978793/886132449
1378385941,2587507993,train_images/1378385941/2587507993,train_images/1378385941/2729244584,train_images/1378385941/2349024780
1382379752,3894929503,train_images/1382379752/3894929503,train_images/1382379752/2752107315,train_images/1382379752/1610127230
1382905170,2949292875,train_images/1382905170/2949292875,train_images/1382905170/593005698,train_images/1382905170/2230825407
1382950184,743853343,train_images/1382950184/743853343,train_images/1382950184/1386910875,train_images/1382950184/3063966192
1383495058,2595899035,train_images/1383495058/2595899035,train_images/1383495058/2180627033,train_images/1383495058/4245579384
1384039220,2995333405,train_images/1384039220/2995333405,train_images/1384039220/2078798053,train_images/1384039220/792807367
1387631768,2159032211,train_images/1387631768/2159032211,train_images/1387631768/1355036926,train_images/1387631768/1374740011
1388399428,1119329282,train_images/1388399428/1119329282,train_images/1388399428/4181218400,train_images/1388399428/1048222662
1395246421,679041249,train_images/1395246421/679041249,train_images/1395246421/763239197,train_images/1395246421/2151810587
1395773918,3877940593,train_images/1395773918/3877940593,train_images/1395773918/2278678071,train_images/1395773918/4174470410
1400326269,407272355,train_images/1400326269/407272355,train_images/1400326269/2675845077,train_images/1400326269/3939069145
1406734395,318856188,train_images/1406734395/318856188,train_images/1406734395/4285079159,train_images/1406734395/3020954063
1406775031,4035604295,train_images/1406775031/4035604295,train_images/1406775031/2247587670,train_images/1406775031/1520587895
1408642922,816587631,train_images/1408642922/816587631,train_images/1408642922/679345222,train_images/1408642922/2290485467
1413351882,239332121,train_images/1413351882/239332121,train_images/1413351882/1273925869,train_images/1413351882/670852760
1414872844,1581006139,train_images/1414872844/1581006139,train_images/1414872844/3285982057,train_images/1414872844/74483548
1416584342,1112902947,train_images/1416584342/1112902947,train_images/1416584342/1844344103,train_images/1416584342/2020066162
1417061937,497009237,train_images/1417061937/497009237,train_images/1417061937/4245114758,train_images/1417061937/2671846980
1418464479,2104059359,train_images/1418464479/2104059359,train_images/1418464479/125908169,train_images/1418464479/1886634409
1419448504,2269761263,train_images/1419448504/2269761263,train_images/1419448504/2845952470,train_images/1419448504/2702305151
1422523769,393151535,train_images/1422523769/393151535,train_images/1422523769/1844925910,train_images/1422523769/936512309
1423031356,12078898,train_images/1423031356/12078898,train_images/1423031356/875824218,train_images/1423031356/2003115466
1425509806,57120628,train_images/1425509806/57120628,train_images/1425509806/1371272554,train_images/1425509806/273699315
1425679446,267682014,train_images/1425679446/267682014,train_images/1425679446/3623899442,train_images/1425679446/1752174327
1425886222,3426276339,train_images/1425886222/3426276339,train_images/1425886222/4000384161,train_images/1425886222/2725495179
1429265968,2143440552,train_images/1429265968/2143440552,train_images/1429265968/1723599705,train_images/1429265968/1581470995
1431195383,4083307737,train_images/1431195383/4083307737,train_images/1431195383/37628022,train_images/1431195383/3551899591
1433475156,1882175985,train_images/1433475156/1882175985,train_images/1433475156/2816381204,train_images/1433475156/757467564
1435972903,1587054823,train_images/1435972903/1587054823,train_images/1435972903/3246798172,train_images/1435972903/655221258
1436167447,1831215657,train_images/1436167447/1831215657,train_images/1436167447/1395541485,train_images/1436167447/2137067141
1438760543,1546034596,train_images/1438760543/1546034596,train_images/1438760543/2072465223,train_images/1438760543/737753815
1440537582,1269208684,train_images/1440537582/1269208684,train_images/1440537582/3694546203,train_images/1440537582/4060686928
1444565004,1369145083,train_images/1444565004/1369145083,train_images/1444565004/1687142127,train_images/1444565004/3241458030
1447821731,1318563666,train_images/1447821731/1318563666,train_images/1447821731/2787700343,train_images/1447821731/2225187454
1448430014,2326700133,train_images/1448430014/2326700133,train_images/1448430014/2541345095,train_images/1448430014/2852122975
1449902148,2012364208,train_images/1449902148/2012364208,train_images/1449902148/3855282869,train_images/1449902148/3975587764
1451886888,2138215358,train_images/1451886888/2138215358,train_images/1451886888/932525514,train_images/1451886888/823647192
1452809491,598956325,train_images/1452809491/598956325,train_images/1452809491/2026325282,train_images/1452809491/358572039
1452830936,1604548601,train_images/1452830936/1604548601,train_images/1452830936/603735932,train_images/1452830936/4025662051
1456430985,333208349,train_images/1456430985/333208349,train_images/1456430985/4244336223,train_images/1456430985/1606673439
1459284649,2220673463,train_images/1459284649/2220673463,train_images/1459284649/1104843171,train_images/1459284649/375943350
1459964234,1720547023,train_images/1459964234/1720547023,train_images/1459964234/3418618332,train_images/1459964234/4153030952
1460690973,2104250563,train_images/1460690973/2104250563,train_images/1460690973/2594441574,train_images/1460690973/301524229
1461308638,748142364,train_images/1461308638/748142364,train_images/1461308638/705600281,train_images/1461308638/1114122867
1461368679,4023264792,train_images/1461368679/4023264792,train_images/1461368679/3632133795,train_images/1461368679/2332227383
1465060325,797451123,train_images/1465060325/797451123,train_images/1465060325/4067254553,train_images/1465060325/759408030
1466255867,1153114311,train_images/1466255867/1153114311,train_images/1466255867/3707657182,train_images/1466255867/2990668168
1470677009,683018823,train_images/1470677009/683018823,train_images/1470677009/703393370,train_images/1470677009/846324101
1472262122,3601361731,train_images/1472262122/3601361731,train_images/1472262122/1102496954,train_images/1472262122/1159384505
1474322336,2843288879,train_images/1474322336/2843288879,train_images/1474322336/3998133718,train_images/1474322336/1077931639
1476025556,1091811432,train_images/1476025556/1091811432,train_images/1476025556/2714739145,train_images/1476025556/510236870
1476653507,3341735922,train_images/1476653507/3341735922,train_images/1476653507/111126135,train_images/1476653507/964735067
1477252012,3709928012,train_images/1477252012/3709928012,train_images/1477252012/1661417803,train_images/1477252012/4138321801
1479862846,1304390732,train_images/1479862846/1304390732,train_images/1479862846/3594727803,train_images/1479862846/156786187
1490244055,2397493530,train_images/1490244055/2397493530,train_images/1490244055/206827643,train_images/1490244055/394093264
1497488178,2517384960,train_images/1497488178/2517384960,train_images/1497488178/1343628268,train_images/1497488178/3312070887
1502243484,2113195241,train_images/1502243484/2113195241,train_images/1502243484/950469699,train_images/1502243484/3389757828
1504031267,2126877820,train_images/1504031267/2126877820,train_images/1504031267/2784380684,train_images/1504031267/341705209
1504634575,1608219433,train_images/1504634575/1608219433,train_images/1504634575/1957146293,train_images/1504634575/2694315953
1504981676,3579382517,train_images/1504981676/3579382517,train_images/1504981676/2390192755,train_images/1504981676/1729312806
1505795551,3784869947,train_images/1505795551/3784869947,train_images/1505795551/2733545907,train_images/1505795551/1945771391
1506063459,1169993810,train_images/1506063459/1169993810,train_images/1506063459/677114139,train_images/1506063459/2935542429
1510451897,918984479,train_images/1510451897/918984479,train_images/1510451897/1608797316,train_images/1510451897/1488857550
1518597578,1083623393,train_images/1518597578/1083623393,train_images/1518597578/619079412,train_images/1518597578/717338000
1520513106,1106343898,train_images/1520513106/1106343898,train_images/1520513106/1778965140,train_images/1520513106/3270338160
1524089207,2221300812,train_images/1524089207/2221300812,train_images/1524089207/2330513520,train_images/1524089207/3227377596
1525013622,1497771265,train_images/1525013622/1497771265,train_images/1525013622/3130485884,train_images/1525013622/3963700087
1525303131,3825715372,train_images/1525303131/3825715372,train_images/1525303131/406146926,train_images/1525303131/1885363841
1526636609,1807934690,train_images/1526636609/1807934690,train_images/1526636609/1497385254,train_images/1526636609/3743506451
1529391466,966318841,train_images/1529391466/966318841,train_images/1529391466/3179175659,train_images/1529391466/2665059821
1529405332,4218128326,train_images/1529405332/4218128326,train_images/1529405332/372716479,train_images/1529405332/1874429556
1531171418,1629244404,train_images/1531171418/1629244404,train_images/1531171418/3146554359,train_images/1531171418/4058275402
1531615123,665872400,train_images/1531615123/665872400,train_images/1531615123/2642013991,train_images/1531615123/2061239309
1536303104,4242621225,train_images/1536303104/4242621225,train_images/1536303104/535603184,train_images/1536303104/650362227
1536658951,3341520560,train_images/1536658951/3341520560,train_images/1536658951/2658976022,train_images/1536658951/3234085770
1537608176,2603019387,train_images/1537608176/2603019387,train_images/1537608176/1647068285,train_images/1537608176/924861704
1538136131,533252904,train_images/1538136131/533252904,train_images/1538136131/1146611573,train_images/1538136131/2185289434
1541885165,3776739153,train_images/1541885165/3776739153,train_images/1541885165/3846430981,train_images/1541885165/2244715437
1542748721,1479902747,train_images/1542748721/1479902747,train_images/1542748721/4040166884,train_images/1542748721/1605577099
1544019340,949330142,train_images/1544019340/949330142,train_images/1544019340/583691350,train_images/1544019340/620563745
1545079332,2908005497,train_images/1545079332/2908005497,train_images/1545079332/1303948475,train_images/1545079332/2817567169
1545888499,1525533340,train_images/1545888499/1525533340,train_images/1545888499/2294427958,train_images/1545888499/2917369652
1546104377,2164250177,train_images/1546104377/2164250177,train_images/1546104377/897561121,train_images/1546104377/63049604
1546157543,829844307,train_images/1546157543/829844307,train_images/1546157543/2574594019,train_images/1546157543/1911155510
1548005561,2454139957,train_images/1548005561/2454139957,train_images/1548005561/2601099143,train_images/1548005561/1304312107
1556537670,2697616588,train_images/1556537670/2697616588,train_images/1556537670/3542740853,train_images/1556537670/3890249257
1557070495,271081872,train_images/1557070495/271081872,train_images/1557070495/1668792481,train_images/1557070495/3423893051
1557387235,2689348626,train_images/1557387235/2689348626,train_images/1557387235/1175469754,train_images/1557387235/2143604834
1557820205,2314921319,train_images/1557820205/2314921319,train_images/1557820205/216779807,train_images/1557820205/1079852660
1558814835,1833005644,train_images/1558814835/1833005644,train_images/1558814835/3045931836,train_images/1558814835/1029283419
1560475098,2327820110,train_images/1560475098/2327820110,train_images/1560475098/230391479,train_images/1560475098/2373458141
1567179188,2837637274,train_images/1567179188/2837637274,train_images/1567179188/926111223,train_images/1567179188/3433809812
1569657002,1046022273,train_images/1569657002/1046022273,train_images/1569657002/4001013527,train_images/1569657002/370981245
1573051559,427318371,train_images/1573051559/427318371,train_images/1573051559/1341867671,train_images/1573051559/529996066
1575827384,917373734,train_images/1575827384/917373734,train_images/1575827384/354713324,train_images/1575827384/3150131814
1576224571,1449782109,train_images/1576224571/1449782109,train_images/1576224571/1294213150,train_images/1576224571/2711955380
1580580328,2778687347,train_images/1580580328/2778687347,train_images/1580580328/2857869343,train_images/1580580328/1692523971
1586052047,1585782671,train_images/1586052047/1585782671,train_images/1586052047/4216826712,train_images/1586052047/3969430389
1588228644,1351675003,train_images/1588228644/1351675003,train_images/1588228644/863901613,train_images/1588228644/1586605256
1589542662,4181896228,train_images/1589542662/4181896228,train_images/1589542662/162026094,train_images/1589542662/3685716316
1590903009,2017924896,train_images/1590903009/2017924896,train_images/1590903009/1055692020,train_images/1590903009/4123491810
1593756893,2447734703,train_images/1593756893/2447734703,train_images/1593756893/213322306,train_images/1593756893/2591382713
1603170110,3749311055,train_images/1603170110/3749311055,train_images/1603170110/94889686,train_images/1603170110/3279199442
1603568458,3451074679,train_images/1603568458/3451074679,train_images/1603568458/3221636657,train_images/1603568458/686791971
1606523187,1901964177,train_images/1606523187/1901964177,train_images/1606523187/2740559800,train_images/1606523187/1040140620
1606638526,2336394689,train_images/1606638526/2336394689,train_images/1606638526/2301601231,train_images/1606638526/2210370671
1612489437,616118592,train_images/1612489437/616118592,train_images/1612489437/1211656258,train_images/1612489437/747163858
1613634521,3603339858,train_images/1613634521/3603339858,train_images/1613634521/2014513891,train_images/1613634521/379008764
1614488620,2411217855,train_images/1614488620/2411217855,train_images/1614488620/3503371914,train_images/1614488620/1611213588
1616262169,982435380,train_images/1616262169/982435380,train_images/1616262169/61222130,train_images/1616262169/4242497840
1618233546,3089736222,train_images/1618233546/3089736222,train_images/1618233546/3577431622,train_images/1618233546/2816981416
1622294839,402563911,train_images/1622294839/402563911,train_images/1622294839/3365787251,train_images/1622294839/3098811849
1636129590,3892922980,train_images/1636129590/3892922980,train_images/1636129590/1862933529,train_images/1636129590/681432392
1637355643,2554600751,train_images/1637355643/2554600751,train_images/1637355643/2564916916,train_images/1637355643/3672878278
1639920408,2096022121,train_images/1639920408/2096022121,train_images/1639920408/1860642079,train_images/1639920408/1569165298
1641631752,4153003890,train_images/1641631752/4153003890,train_images/1641631752/2976512157,train_images/1641631752/3113838407
1644309505,1627302771,train_images/1644309505/1627302771,train_images/1644309505/4166307913,train_images/1644309505/2226863746
1644528034,2456924377,train_images/1644528034/2456924377,train_images/1644528034/3718372339,train_images/1644528034/2145182495
1644861124,743158669,train_images/1644861124/743158669,train_images/1644861124/1595773852,train_images/1644861124/4092888805
1646440651,536239867,train_images/1646440651/536239867,train_images/1646440651/3064742054,train_images/1646440651/1982817985
1647658981,3692416135,train_images/1647658981/3692416135,train_images/1647658981/2601437920,train_images/1647658981/2335654144
1647904243,516544247,train_images/1647904243/516544247,train_images/1647904243/2965432999,train_images/1647904243/429524619
1650340034,2802580567,train_images/1650340034/2802580567,train_images/1650340034/3305241166,train_images/1650340034/3259949312
1651579992,373604882,train_images/1651579992/373604882,train_images/1651579992/4019542730,train_images/1651579992/3101494898
1654089056,721307994,train_images/1654089056/721307994,train_images/1654089056/1218410261,train_images/1654089056/2388664487
1658344327,2972325220,train_images/1658344327/2972325220,train_images/1658344327/3974395796,train_images/1658344327/3335066274
1659894424,1840372262,train_images/1659894424/1840372262,train_images/1659894424/1620354637,train_images/1659894424/3476651529
1661682358,2970801680,train_images/1661682358/2970801680,train_images/1661682358/3715254331,train_images/1661682358/1125978532
1664215995,2389151143,train_images/1664215995/2389151143,train_images/1664215995/1009080142,train_images/1664215995/554428157
1666392091,966527862,train_images/1666392091/966527862,train_images/1666392091/2840587218,train_images/1666392091/3894977345
1666601651,108284302,train_images/1666601651/108284302,train_images/1666601651/615066094,train_images/1666601651/2694095653
1667735473,2241579220,train_images/1667735473/2241579220,train_images/1667735473/3664942637,train_images/1667735473/3194845181
1670552101,196008764,train_images/1670552101/196008764,train_images/1670552101/207326640,train_images/1670552101/1962561918
1670838975,129557466,train_images/1670838975/129557466,train_images/1670838975/3213388014,train_images/1670838975/648027648
1671291853,1440089134,train_images/1671291853/1440089134,train_images/1671291853/4071023438,train_images/1671291853/158549884
1671676307,1161268571,train_images/1671676307/1161268571,train_images/1671676307/77368487,train_images/1671676307/1568243545
1676303374,639565557,train_images/1676303374/639565557,train_images/1676303374/3262541617,train_images/1676303374/4206516146
1676531728,1150535772,train_images/1676531728/1150535772,train_images/1676531728/2158698356,train_images/1676531728/3775504232
1677607138,2956299976,train_images/1677607138/2956299976,train_images/1677607138/3564993662,train_images/1677607138/305773513
1678045823,3074550756,train_images/1678045823/3074550756,train_images/1678045823/2052519660,train_images/1678045823/1082730958
1678430295,2754264030,train_images/1678430295/2754264030,train_images/1678430295/959149200,train_images/1678430295/2944463048
1681401548,1342130612,train_images/1681401548/1342130612,train_images/1681401548/3615377295,train_images/1681401548/647735603
